Log Temuan,Kategori,cleaned_text
"1. Fitur sorting pada kolom No tidak bekerja (gambar 1)
<br><br>2. Fitur sorting pada kolom No akan hilang setelah melakukan sorting pada kolom lainnya
<br><br>3. Urutan list data tabel pada hasil export excel tidak sesuai aplikasi (gambar 2)<br>",Mayor,1 fitur sorting pada kolom no tidak bekerja gambar 1 [html_tag] [html_tag] 2 fitur sorting pada kolom no akan hilang setelah melakukan sorting pada kolom lain nya [html_tag] [html_tag] 3 urutan list data tabel pada hasil export excel tidak sesuai aplikasi gambar 2 [html_tag]
"1. Jika klik Simpan tanpa mengisi form dengan status mandatory, Sandi KAP, STTD KAP, Nama KAPA/OAA dan Sandi KAPA/OAA terhapus<br><br>2. Dokumen Pendukung yang ditambahkan tidak tersimpan saat ditambahkan<br><br>3. saat Simpan data, belum ada notifikasi/popup data berhasil disimpan jika data berhasil disimpan<br><br>4. Nama kolom pada hasil Export mohon diratatengahkan&nbsp;<br>",Mayor,1 jika klik simpan tanpa mengisi form dengan status mandatory sandi kap sttd kap nama kapa oaa dan sandi kapa oaa terhapus [html_tag] [html_tag] 2 dokumen pendukung yang ditambahkan tidak tersimpan saat ditambahkan [html_tag] [html_tag] 3 saat simpan data belum ada notifikasi popup data berhasil disimpan jika data berhasil disimpan [html_tag] [html_tag] 4 nama kolom pada hasil export mohon diratatengahkan [html_tag] [html_tag]
Konten rasio blm sesuai dengan<br>template (ss)<br><br>(K),Minor,konten rasio belum sesuai dengan [html_tag] template ss [html_tag] [html_tag] k
1. Header pada kolom hasil export belum rata tengah seperti pada web<br><br>2.&nbsp; Data tahun LPKJ dan Tahun EKAP tidak menghilang ketika dilakukan reset filter<br>,Mayor,1 header pada kolom hasil export belum rata tengah seperti pada web [html_tag] [html_tag] 2 [html_tag] data tahun lpkj dan tahun ekap tidak menghilang ketika dilakukan reset filter [html_tag]
"Konten rasio blm sesuai dengan template (ss)
<br><br>saat baru melakukan tambah data seharusnya belum ada user create dan approved (ss1)<br><br>&nbsp;(K)",Minor,konten rasio belum sesuai dengan template ss [html_tag] [html_tag] saat baru melakukan tambah data seharusnya belum ada user create dan approved ss 1 [html_tag] [html_tag] [html_tag] k
Konten rasio blm sesuai dengan template (ss)<br><br>saat baru melakukan tambah data seharusnya belum ada user create dan Reviewer (ss1)<br><br>&nbsp;(K),Minor,konten rasio belum sesuai dengan template ss [html_tag] [html_tag] saat baru melakukan tambah data seharusnya belum ada user create dan reviewer ss 1 [html_tag] [html_tag] [html_tag] k
Konten rasio blm sesuai dengan template (ss)<br><br>saat baru melakukan tambah data seharusnya belum ada user create dan Reviewer (ss1)<br><br>&nbsp;(K),Minor,konten rasio belum sesuai dengan template ss [html_tag] [html_tag] saat baru melakukan tambah data seharusnya belum ada user create dan reviewer ss 1 [html_tag] [html_tag] [html_tag] k
teks navigasi belum sesuai mockup.&nbsp;<b>lakukan untuk semua halaman master data</b><br>,Kosmetik,teks navigasi belum sesuai mockup [html_tag] [html_tag] lakukan untuk semua halaman master data [html_tag] [html_tag]
"1. Belum ada fitur sorting pada kolom No (gambar 1)<br><br>2. setelah klik tombol ubah status kemudian tidak jadi mengubahnya, ikon berubah menjadi tanda tanya ?&nbsp;<b>lakukan di semua tombol ubah status</b>&nbsp;(gambar 2)<br><br>3. Default sorting saat status&nbsp;<b>aktif&nbsp;</b>seharusnya&nbsp;<b>berdasarkan data yg baru ditambahkan</b>&nbsp;(gambar 3)<br><br>4. Default sorting saat status&nbsp;<b>tidak aktif</b>&nbsp;seharusnya&nbsp;<b>berdasarkan data yg baru dinonaktifkan</b>&nbsp;(gambar 4)<br>",Mayor,1 belum ada fitur sorting pada kolom no gambar 1 [html_tag] [html_tag] 2 setelah klik tombol ubah status kemudian tidak jadi mengubah nya ikon berubah menjadi tanda tanya [html_tag] [html_tag] lakukan di semua tombol ubah status [html_tag] [html_tag] gambar 2 [html_tag] [html_tag] 3 default sorting saat status [html_tag] [html_tag] aktif [html_tag] [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru ditambahkan [html_tag] [html_tag] gambar 3 [html_tag] [html_tag] 4 default sorting saat status [html_tag] [html_tag] tidak aktif [html_tag] [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru dinonaktifkan [html_tag] [html_tag] gambar 4 [html_tag]
Urutan list data tabel pada hasil export excel tidak sesuai aplikasi<br>,Minor,urutan list data tabel pada hasil export excel tidak sesuai aplikasi [html_tag]
"1. Tidak ada kolom status pada data hasil export seperti pada aplikasi<br><br>2. Data ""Pilih Sektor"" tidak tereset ketika menekan tombol reset ketika tambah data<br><br>3. Icon berubah ketika tidak jadi mengubah status dari aktif menjadi tidak aktif maupun sebaliknya<br>",Mayor,1 tidak ada kolom status pada data hasil export seperti pada aplikasi [html_tag] [html_tag] 2 data pilih sektor tidak tereset ketika menekan tombol reset ketika tambah data [html_tag] [html_tag] 3 icon berubah ketika tidak jadi mengubah status dari aktif menjadi tidak aktif maupun sebaliknya [html_tag]
teks navigasi belum sesuai mockup.&nbsp;<b>lakukan untuk semua halaman master data</b><br>,Kosmetik,teks navigasi belum sesuai mockup [html_tag] [html_tag] lakukan untuk semua halaman master data [html_tag] [html_tag]
"User Create, User Reviewer dan User Approved tidak tampil<br><br>(K)",Mayor,user create user reviewer dan user approved tidak tampil [html_tag] [html_tag] k
"jika klik button Reset Filter setelah melakukan filter, indikator loading tidak kunjung hilang<br>",Minor,jika klik button reset filter setelah melakukan filter indikator loading tidak kunjung hilang [html_tag]
"1. saat edit data yg statusnya <b>aktif </b>kemudian langsung klik simpan tanpa edit apapun data bisa tersimpan, namun pada data yg statusnya <b>tidak aktif </b>saat langsung klik simpan<b>&nbsp;</b>terkena validasi<br><br>2. Default sorting saat status&nbsp;<b>tidak aktif</b>&nbsp;seharusnya&nbsp;<b>berdasarkan data yg baru dinonaktifkan</b>&nbsp;(gambar 1)<br>",Mayor,1 saat edit data yang status nya [html_tag] aktif [html_tag] kemudian langsung klik simpan tanpa edit apapun data bisa tersimpan namun pada data yang status nya [html_tag] tidak aktif [html_tag] saat langsung klik simpan [html_tag] [html_tag] [html_tag] terkena validasi [html_tag] [html_tag] 2 default sorting saat status [html_tag] [html_tag] tidak aktif [html_tag] [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru dinonaktifkan [html_tag] [html_tag] gambar 1 [html_tag]
seharusnya ketika data aktif -&gt; pake ikon <b>Centang </b>(enable to disable) dan ketika data tidak aktif -&gt; pake ikon <b>X </b>(disable&nbsp;to&nbsp;enable)<br>,Minor,seharusnya ketika data aktif [html_tag] pake ikon [html_tag] centang [html_tag] enable to disable dan ketika data tidak aktif [html_tag] pake ikon [html_tag] x [html_tag] disable [html_tag] to [html_tag] enable [html_tag]
teks navigasi belum sesuai mockup.&nbsp;<b>lakukan untuk semua halaman master data</b><br>,Kosmetik,teks navigasi belum sesuai mockup [html_tag] [html_tag] lakukan untuk semua halaman master data [html_tag] [html_tag]
"1. belum ada fitur sorting pada kolon <b>No </b>(gambar 1)
<br><br>2. pada kolom sektor, sorting tidak bisa sorting <b>desceding </b>(gambar 1)<br><br>3. Default sorting saat status <b>aktif </b>seharusnya <b>berdasarkan data yg baru ditambahkan</b> (gambar 2)<br><br>4. setelah klik tombol ubah status kemudian tidak jadi mengubahnya, ikon berubah menjadi tanda tanya (?)&nbsp;<b>lakukan di semua tombol ubah status</b> (gambar 3)<br><br>5. Default sorting saat status <b>tidak aktif</b> seharusnya&nbsp;<b>berdasarkan data yg baru dinonaktifkan</b>&nbsp;(gambar 4)<br>",Mayor,1 belum ada fitur sorting pada kolon [html_tag] no [html_tag] gambar 1 [html_tag] [html_tag] 2 pada kolom sektor sorting tidak bisa sorting [html_tag] desceding [html_tag] gambar 1 [html_tag] [html_tag] 3 default sorting saat status [html_tag] aktif [html_tag] seharusnya [html_tag] berdasarkan data yang baru ditambahkan [html_tag] gambar 2 [html_tag] [html_tag] 4 setelah klik tombol ubah status kemudian tidak jadi mengubah nya ikon berubah menjadi tanda tanya [html_tag] [html_tag] lakukan di semua tombol ubah status [html_tag] gambar 3 [html_tag] [html_tag] 5 default sorting saat status [html_tag] tidak aktif [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru dinonaktifkan [html_tag] [html_tag] gambar 4 [html_tag]
Export data belum terdapat kolom <b>status </b>+ tambahkan header contoh <b>Master Data - Bobot Risiko</b>&nbsp;+ buat header excel dan aplikasi rata tengah (gambar 1)<br>,Mayor,export data belum terdapat kolom [html_tag] status [html_tag] tambahkan header contoh [html_tag] master data bobot risiko [html_tag] [html_tag] buat header excel dan aplikasi rata tengah gambar 1 [html_tag]
nama kolom mohon diratatengahkan pada aplikasi dan hasil export<br>,Kosmetik,nama kolom mohon diratatengahkan pada aplikasi dan hasil export [html_tag]
1. Icon berubah ketika tidak jadi mengubah status<br><br>2. Icon ubah status data seharusnya menggunakan icon tanda silang<br>,Kosmetik,1 icon berubah ketika tidak jadi mengubah status [html_tag] [html_tag] 2 icon ubah status data seharusnya menggunakan icon tanda silang [html_tag]
1. ukuran Font tidak sesuai dengan yang lain<br><br>2. untuk isian yang bisa diedit mohon diubah ke warna putih<br>,Kosmetik,1 ukuran font tidak sesuai dengan yang lain [html_tag] [html_tag] 2 untuk isian yang bisa diedit mohon diubah ke warna putih [html_tag]
teks navigasi belum sesuai mockup.&nbsp;<b>lakukan untuk semua halaman master data</b><br>,Kosmetik,teks navigasi belum sesuai mockup [html_tag] [html_tag] lakukan untuk semua halaman master data [html_tag] [html_tag]
"1. Tidak ada kolom status pada data hasil export seperti pada aplikasi<br><br>2. Data ""Pilih Sektor"" tidak tereset ketika menekan tombol reset ketika tambah data<br><br>3. Icon berubah ketika tidak jadi mengubah status dari tidak aktif menjadi aktif maupun sebaliknya<br>",Minor,1 tidak ada kolom status pada data hasil export seperti pada aplikasi [html_tag] [html_tag] 2 data pilih sektor tidak tereset ketika menekan tombol reset ketika tambah data [html_tag] [html_tag] 3 icon berubah ketika tidak jadi mengubah status dari tidak aktif menjadi aktif maupun sebaliknya [html_tag]
"1. sorting nilai selalu asceding (gambar 1)<br><br>2. Hasil export belum ada kolom status + tambahkan header contoh&nbsp;<b>Master Data - Bobot Risiko Sektor xxx Tahun xxx versi xx&nbsp;</b>+ buat header excel dan aplikasi rata tengah<b>&nbsp;</b>(gambar 2)<br><br>3. seharusnya tidak bisa tambah &amp; edit data bila deskripsinya sama dengan data sebelumnya (gambar 3)<br><br>4. Default sorting saat status&nbsp;<b>tidak aktif</b>&nbsp;seharusnya&nbsp;<b>berdasarkan data yg baru dinonaktifkan</b>&nbsp;(gambar 4)<br><br>5. saat membuka halaman detail, muncul pesan error + data tabel tidak tampil<br>",Mayor,1 sorting nilai selalu asceding gambar 1 [html_tag] [html_tag] 2 hasil export belum ada kolom status tambahkan header contoh [html_tag] [html_tag] master data bobot risiko sektor xxx tahun xxx versi xx [html_tag] [html_tag] buat header excel dan aplikasi rata tengah [html_tag] [html_tag] [html_tag] gambar 2 [html_tag] [html_tag] 3 seharusnya tidak bisa tambah [html_tag] edit data bila deskripsi nya sama dengan data sebelumnya gambar 3 [html_tag] [html_tag] 4 default sorting saat status [html_tag] [html_tag] tidak aktif [html_tag] [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru dinonaktifkan [html_tag] [html_tag] gambar 4 [html_tag] [html_tag] 5 saat membuka halaman detail muncul pesan error data tabel tidak tampil [html_tag]
1. Jumlah items di sebelah page masih salah (SS)<br><br>2. Klik button dropdown page size masih muncul notif error (SS1)<br>,Mayor,1 jumlah items di sebelah page masih salah ss [html_tag] [html_tag] 2 klik button dropdown page size masih muncul notif error ss 1 [html_tag]
1. Jumlah items di sebelah page masih salah (SS)<br><br>2. Klik button dropdown page size masih muncul notif error (SS)<br><br>3. Kolom login dan logout masih kosong (SS1)<br><br>4. Coba login &amp; logout tgl 7 Februari tp data tidak terupdate (SS),Mayor,1 jumlah items di sebelah page masih salah ss [html_tag] [html_tag] 2 klik button dropdown page size masih muncul notif error ss [html_tag] [html_tag] 3 kolom login dan logout masih kosong ss 1 [html_tag] [html_tag] 4 coba login [html_tag] logout tanggal 7 februari tapi data tidak terupdate ss
radio button dan label tumpang tindih (SS),Kosmetik,radio button dan label tumpang tindih ss
1. Tidak ada kolom status pada data hasil export seperti pada aplikasi<br><br>2. Icon berubah ketika tidak jadi mengubah status dari aktif menjadi tidak aktif maupun sebaliknya pada Supervisory Attention Index Detail<br>,Minor,1 tidak ada kolom status pada data hasil export seperti pada aplikasi [html_tag] [html_tag] 2 icon berubah ketika tidak jadi mengubah status dari aktif menjadi tidak aktif maupun sebaliknya pada supervisory attention index detail [html_tag]
setelah melakukan tes dan posting tapi datanya masih&nbsp;belom&nbsp;tampil<br><br>(K),Mayor,setelah melakukan tes dan posting tapi data nya masih [html_tag] belom [html_tag] tampil [html_tag] [html_tag] k
"saat baru buka menu berikut, muncul pesan error + gagal menampilkan&nbsp;data&nbsp;tabel<br>",Mayor,saat baru buka menu berikut muncul pesan error gagal menampilkan [html_tag] data [html_tag] tabel [html_tag]
Data dari SIPO belum bisa diuji<br>,Mayor,data dari sipo belum bisa diuji [html_tag]
"nama file export pada hasil export Riwayat Teguran/Peringatan Tertulis berdasarkan POJK AP/KAP dalam 2 Tahun terakhir dan Riwayat Pembekuan dalam 3 Tahun terakhir, file extentionnya double<br>",Kosmetik,nama file export pada hasil export riwayat teguran peringatan tertulis berdasarkan pojk ap kap dalam 2 tahun terakhir dan riwayat pembekuan dalam 3 tahun terakhir file extentionnya double [html_tag]
hasil export tab Riwayat Pembekuan dalam 3 Tahun Terakhir belum tampil<br>,Mayor,hasil export tab riwayat pembekuan dalam 3 tahun terakhir belum tampil [html_tag]
"Pada<b>&nbsp;</b><b>export&nbsp;</b><b>nilai probabilitas detil,&nbsp;</b>&nbsp;<b>header&nbsp;</b>kurang sektor sesuai yang dipilih&nbsp; harusnya&nbsp;Master Data - Nilai Probabilitas<b> Sektor</b> <b>IKNB</b> Tahun 2025 versi 1",Minor,pada [html_tag] [html_tag] [html_tag] [html_tag] export [html_tag] [html_tag] [html_tag] nilai probabilitas detil [html_tag] [html_tag] [html_tag] [html_tag] header [html_tag] [html_tag] kurang sektor sesuai yang dipilih [html_tag] harusnya [html_tag] master data nilai probabilitas [html_tag] sektor [html_tag] [html_tag] iknb [html_tag] tahun 2025 versi 1
nama kolom pada hasil export mohon untuk diratatengahkan<br>,Kosmetik,nama kolom pada hasil export mohon untuk diratatengahkan [html_tag]
teks navigasi belum sesuai mockup. <b>lakukan untuk semua halaman master data</b><br>,Kosmetik,teks navigasi belum sesuai mockup [html_tag] lakukan untuk semua halaman master data [html_tag] [html_tag]
"1. Fitur sorting pada kolom <b>Tahun </b>dan <b style="""">Versi </b>tidak bekerja (gambar 1)<br><br>2. fitur sorting pada kolom <b>No </b>belum ada (gambar 1)<br><br>3. setelah klik tombol ubah status kemudian tidak jadi mengubahnya, ikon berubah menjadi tanda tanya ?&nbsp;<b>lakukan di semua tombol ubah status</b>&nbsp;(gambar 2)<br><br>4. Default sorting saat status&nbsp;<b>aktif&nbsp;</b>seharusnya&nbsp;<b>berdasarkan data yg baru ditambahkan</b><br><br>5. Default sorting saat status&nbsp;<b>tidak aktif</b>&nbsp;seharusnya&nbsp;<b>berdasarkan data yg baru dinonaktifkan</b><br>",Mayor,1 fitur sorting pada kolom [html_tag] tahun [html_tag] dan [html_tag] versi [html_tag] tidak bekerja gambar 1 [html_tag] [html_tag] 2 fitur sorting pada kolom [html_tag] no [html_tag] belum ada gambar 1 [html_tag] [html_tag] 3 setelah klik tombol ubah status kemudian tidak jadi mengubah nya ikon berubah menjadi tanda tanya [html_tag] [html_tag] lakukan di semua tombol ubah status [html_tag] [html_tag] gambar 2 [html_tag] [html_tag] 4 default sorting saat status [html_tag] [html_tag] aktif [html_tag] [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru ditambahkan [html_tag] [html_tag] [html_tag] 5 default sorting saat status [html_tag] [html_tag] tidak aktif [html_tag] [html_tag] seharusnya [html_tag] [html_tag] berdasarkan data yang baru dinonaktifkan [html_tag] [html_tag]
