Log Temuan,Kategori
"1. Bulan tidak urut<br><br>2. Pada filter terdapat&nbsp;<b>jenis laporan</b>, sebaiknya Jenis Laporan dimunculkan juga pada tampilan laporan dan export.<br><br>3. Pada export pdf, footer dibuat pada seluruh halaman<br><br>4. Tulisan <i style=""font-weight: bold;"">Transaction Value </i>dibuat italic<br><br>5. No masih banyak yg kosong<br><br>6. Beberapa data tidak sesuai template <b>(pastikan lg sesuai template, ada data2 double pada bagian atas)</b>",Mayor
"1. <b>Periode sd Filter</b> terlalu keatas hingga menutupi <b>informasi rahasia</b><br><br>2. Pada akhir halaman report yg tampil di web, belum tersedia <b>dicetak oleh</b> dan <b>tanggal cetak</b><br><br>3. Pada export PDF, footer dibuat pada seluruh halaman, info dicetak oleh dan tanggal cetak berada pada halaman isi<br><br>4. Pada export pdf, informasi rahasia paling atas terpotong<br><br>5. beberapa informasi tidak sesuai template mengakibatkan laporan yang dihasilkan tidak sesuai&nbsp;<b>(pastikan lagi sesuai template)</b>",Mayor
"jumlah Akumulasi Teguran/Peringatan Tertulis berdasarkan POJK AP/KAP dalam 2 Tahun terakhir, Akumulasi  Pembekuan dalam 3 Tahun terakhir dan Akumulasi AP dikenakan Sanksi Batal belum sesuai dengan data pada Detail Data<br>",Mayor
Saat Export data&nbsp; header excel dan aplikasi dibuat rata tengah<br>,Kosmetik
"1.&nbsp;Header excel dan aplikasi rata tengah (gambar 1)
<br>2. list urutan data di excel tidak sesuai dengan aplikasi",Minor
Sanksi Denda yang ditambahkan pada Sanksi Lanjutan tidak masuk ke Sanksi Berstatus Aktif<br>,Mayor
Terdapat tanda garis miring (/) yang tidak perlu pada teks navigasi. perbaiki di semua  halaman (gambar 1)<br>,Kosmetik
Format tanggal log dan jam blm sesuai dengan di web (SS),Kosmetik
1. Terdapat perbedaan urutan antara data hasil export dan data pada web<br><br>2. header tabel pada aplikasi belum center<br>,Minor
"By default, harusnya flow persetujuan dari darfter&gt;reviewer&gt;approver<br><br>Tp kondisi eksisting yg muncul dari drafter&gt;approver (SS)",Minor
"1. Tulisan <i><b>Outstanding</b> </i>dibuat italic<br><br>2. Tulisan <i><b>Unique Account</b></i>, <b>Borrower </b>dibuat italic<br><br>3. Di template tidak ada <b>D Institusi - Badan Hukum Lainnya&nbsp;</b>namun di aplikasi ada, mengakibatkan laporan yg dihasilkan tidak sesuai<br><br>4. pada export pdf, footer dibuat pada seluruh halaman<br><br>5. apabila data tidak tersedia sebaiknya tidak memunculkan laporan langsung diberikan message ""Data Tidak Tersedia""",Mayor
"1.Tulisan&nbsp;<i><b>Outstanding</b>&nbsp;</i>dibuat italic<br><br>2. Tulisan <b><i>Unique Borrower</i></b> dibuat italic<br><br>3. Di template ada <b>D</b>, di aplikasi tidak ada (pastikan untuk seluruh) mengakibatkan laporan yang dihasilkan tidak sesuai&nbsp;<b>(pastikan lagi sesuai template)</b><br><br>4. Pada aplikasi terdapat baris kosong no 5 (diatas Total Pendanaan)<br><br>5. Pada export pdf, footer dibuat pada seluruh halaman<br><br>6. Apabila data tidak tersedia sebaiknya tidak memunculkan laporan langsung diberikan message ""Data Tidak Tersedia""",Mayor
Terdapat perbedaan antara template dengan aplikasi pada no 22,Kosmetik
"1. Belum ada validasi periode sampai, saat isi periode dari January 2025, periode sampai masih dapat diisi dengan data sblm January 2025 (pada fix report lainnya sdh ada)<br><br>2.Tulisan&nbsp;<i><b>Outstanding</b>&nbsp;</i>dibuat italic<br><br>3. Pada data paid ratio dan unpaid ratio di template terdapat %, pada aplikasi dan hasil export tidak ada %",Mayor
"1. Pada template terdapat beberapa informasi yang bold, namun di aplikasi belum<br><br>2. No urut tidak sesuai template, sehingga kebawahnya menjadi salah<br><br>3. Terdapat informasi yang tidak sesuai template <b>beban yang masih harus dibayar&nbsp;</b>mengakibatkan laporan yg dihasilkan tidak sesuai",Mayor
"Pada informasi terkait <b>jumlah </b>pada template dibold, namun di aplikasi dan export tidak",Kosmetik
"Pada informasi terkait&nbsp;<b>Saldo&nbsp;</b>pada template dibold, namun di aplikasi dan export tidak",Kosmetik
"Pada template&nbsp;informasi&nbsp; dibeberapa bold, namun di aplikasi dan export tidak&nbsp;",Kosmetik
"setelah melakukan posting pada bagian posting koreksi, tetapi data SIPKK nya belum muncul, dan tidak ada riwayat di table nya<br><br>(K)",Mayor
"1. dropdown&nbsp;<b>level of important</b>&nbsp;belum tampil sesuai master bobot risiko (gambar 2)<br><br>2. nilai pada kolom <b>status </b>belum sesuai input <b>nominal.</b>&nbsp;<b>status </b>belum sesuai dengan kondisi bila nominal tidak di set pada master apakah ikut level atas atau level bawah (gambar 1)<br><br>3. tabel <b>Risk Impact </b>kolom&nbsp;<b>Risk Impact&nbsp;</b>belum sesuai + header tabel belum rata tengah (gambar 3)<br><br>4. Data pada tabel belum sesuai (gambar 4)<br><br>5. Baris F2 belum default sesuai F1 (gambar 5)<br><br>6. setelah edit baris F2 secara manual, baris F1 datanya jadi hilang (gambar 6)<br><br>7. saat ubah data F2 manual, perubahan tidak tersimpan (gambar 7)<br><br><b>KAP:&nbsp;KAP Drs. Afrizal Sy</b><br>",Mayor
Button kembali tidak berfungsi (SS),Minor
"1. jika lakukan edit, Nama KAP berubah menjadi Gindo Poltak Perluhutan walaupun bukan memilih&nbsp;&nbsp;Gindo Poltak Perluhutan<br><br>2. Edit yang dilakukan pada Data Terkecil dan Data Terbesar pada Data Acuan Risiko Pengendalian (Sandi/KAP) tidak tersimpan.<br>",Mayor
Klik revisi muncul double label terkait ajukan approver dan ajukan checker (SS),Minor
"Sudah Coba Proses Ficor, namun ketika melakukan cek Log Proses Ficor, belum tampil",Mayor
"kondisi: Batal persetujuan dari sipbu3, kembali ke checker sipbu2,
<br><br>&nbsp;pada sipbu2, tidak terdapat tombol edit",Mayor
ketika klik batal masih ada radio buttin ajukan approver/checker,Mayor
Header tabel blm rata tengah,Kosmetik
"setelah klik Goto, otomatis masuk ke halaman FICOR - Komponen Posisi, namun pada Menu Masih Todo List",Mayor
Ketika membuka sub menu rekapitulasi perbandingan dpp dan penerimaan muncul pesan error<br>,Minor
"Semua kata <b><i>Unique Lender, Unique Borrower, Borrower Credit Account, credit Account, Borrower,&nbsp; Lender Lending Account dan Borrower Credit Account</i></b>&nbsp;dibuat italic",Kosmetik
"pada a, b, c, d, e dibuat <b>bold</b> kalimatnya sesuai template (lakukan pada a,b,c,d,e yang diatas2nya)",Kosmetik
Fitur search pada kolom nama KAP error<br>,Mayor
"1. hasil export tab <b>Riwayat Pembekuan dalam 3 Tahun Terakhir</b>&nbsp;, tambahkan header contoh Riwayat Pembekuan dalam 3 Tahun Terakhir -KAP xxx<br><br>2. isi field <b>dibuat&nbsp; tanggal </b>pada <b>export </b>terdapat <b>jam</b>, sebaiknya sesuaikan dengan aplikasi<br><br>3. isi field <b>diubah tanggal</b> pada <b>export </b>terdapat <b>jam</b>, sebaiknya sesuaikan dengan aplikasi",Minor
data pada tab Riwayat Pembekuan dalam 3 Tahun Terakhir belum sesuai<br>,Mayor
1. Header di log perubahan nilai blm sesuai (SS)<br><br>2. Kolom Nilai Awal kosong (SS)<br><br>Tolong adjust ke export PDF dan excel<br>,Minor
"pada form tambah, saat klik button reset, input sektor tidak ikut tereset<br>",Mayor
"gagal edit data, padahal yg di input belum pernah ditambahkan<br>",Mayor
"1. Kolom Pendanaan Belum ada sehingga laporan yang dihasilkan kurang sesuai<br><br>2. Kata berikut tlg di italic:<br><b style=""font-style: italic;"">Borrower</b><br><b style=""font-style: italic;"">Lender</b><br><b style=""font-style: italic;"">Treatment</b><br><b style=""font-style: italic;"">Quality</b><br><br>3.<b style=""font-style: italic;"">&nbsp;</b>Pada export pdf, informasi rahasia paling atas terpotong",Mayor
"No sesuaikan dengan template, seluruhnya terisi no",Kosmetik
"saat klik reset pada Tambah Data, Pilih KAP belum ikut ter-reset<br>",Mayor
belum ada notif berhasil edit<br>,Minor
log posting konglomerasi masih belum bisa memfilter konglomerasi yang di pilih<br><br>Posting Global (SS)<br>Posting Koreksi&nbsp; (SS1) walaupun sudah memilih konglomerasi tetap tidak berubah<br><br><br>(K),Minor
hasil Proses FICOR belum tampil pada tabel history dan belum bisa memfilter history,Minor
"ketika download PDF/excel Komponen posisi (Semua), nilai pada pdf/excel belum sesuai, masih banyak duplicate, cek kembali",Mayor
role admin 3 sektor seharusnya hanya bisa read<br>,Mayor
"1. saat klik reset pada Tambah Data, Pilih KAP belum ikut ter-reset<br><br>2. belum ada notif berhasil edit<br>",Minor
Log Proses FICOR belum tampil,Mayor
item paling bawah belum ada nilai&nbsp;- 1-<b>cession ratio</b>,Mayor
1. Kalo rasio posisi dan rasio trend memang tidak ada button edit di samping rasio<br><br>Maka seharusnya tidak perlu ada button revisi di atas (SS),Minor
Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br>,Minor
1. Kalo approve harusnya ga perlu ada opsi untuk ajukan ke approver/checker,Minor
Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br>,Minor
"1. Data Detail Risiko Pengendalian ter-duplicate<br><br>2. saat tambah data dengan menambah versi, nilai data belum default 0<br>",Minor
Susunan date pada tanggal lapor dan tanggal batas waktu berbeda antara data pada web dan data hasil export<br>,Minor
"setelah input koreksi pada salah satu nilai, lalu proses ficor, nilai koreksi hilang",Mayor
1. Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br><br>2. Susunan date pada tanggal lapor dan tanggal batas waktu berbeda antara data pada web dan data hasil export<br>,Minor
1. Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br><br>2. Susunan date pada tanggal lapor dan tanggal batas waktu berbeda antara data pada web dan data hasil export<br>,Minor
"Ketika Batal (setelah melakukan approved) dan telah disubmit, cek Riwayat ternyata kolom <b>Approved-approver</b> hilang dan diganti dengan <b>Canceled Approver </b>namun catatan pengawas masih setuju (bukankah catatan nya harusnya tetap ada yang persetujuan sebelum dibatalkan?)&nbsp; jadi tetap ada keduanya",Mayor
"1. saat klik reset pada Tambah Data, Pilih KAP belum ikut ter-reset<br><br>2. belum ada notif berhasil edit<br>",Minor
"Data yang kosong, mohon diubah dengan status '0'.",Minor
sadsad,Mayor
dd,Mayor
"1. Data yg masuk blm real time. Ketika pengujian dilakukan pada 19 Feb, tp data blm muncul (SS)<br><br>Tolong makesure ke semua log",Minor
sadsad,Mayor
sadsad,Mayor
dd,Mayor
dasdasd,Minor
Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br>,Minor
&nbsp;hasil export tab&nbsp;<b>Riwayat Pembekuan dalam 3 Tahun Terakhir<br></b><br>1. Typo pada nama file PENTAUSAHAAN seharusnya PENATAUSAHAAN<br><br>2. Typo pada headernya,Kosmetik
1. Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br><br>2. Header pada data hasil export dan data pada aplikasi berbeda<br>,Minor
"1. Export excel, data blm semua ada&nbsp;<br><br><br>Tolong makesure ke semua log terutama untuk newest data",Minor
belum ada Log Aksi untuk Upload Dokumen di <b>menu Import Penatausahaan PPL</b><br>,Mayor
"Penulisan kata&nbsp;<b>""Aktifitas""</b>&nbsp;seharusnya menjadi&nbsp;<b>""Aktivitas""</b><br>",Kosmetik
1. Data filter jenis tidak tereset ketika menekan tombol reset<br><br>2. Nama file hasil export berbeda dengan nama sub menu<br>,Minor
data Year-1 berulang,Mayor
"untuk nilai nominal, datanya turun kebawah, mgkn bisa disesuaikan kolom alokasi aset di perkecil, sehingga nilai nominal bisa lebih cukup di pdf",Kosmetik
Angka Data pada chart tidak terupdate sesuai data sumber. (SS)<br><br>Periode: Nov (DPLK Syariah),Minor
Huruf antar kata dibuat kapital,Kosmetik
"Pada diagram, Laba (Rugi) Pelapasan Investasi blm ada pada keterangan 0% nya",Minor
"Iuran Normal Pemberi Kerja, Iuran Normal Peserta, Iuran Tambahan harusnya tidak muncul pada DPLK",Mayor
"Ketika memilih sub menu data statistik KAP, filter status langsung terpilih aktif<br>",Minor
"1. saat export data yang di filter, urutan menjadi tidak sesuai.
<br><br>2. nilai Akumulai Teguran/Peringatan Tertulis Berdasarkan POJK AP/KP dalam 2 Tahun Terakhir belum sesuai<br>",Mayor
"1. saat export data yang di filter, urutan menjadi tidak sesuai.<br><br>2. <b>nilai </b>Akumulasi Teguran/Peringatan Tertulis Bedasarkan POJK AP/KAP Dalam 2 Tahun Terakhir dan nilai Akumulasi Pembekuan Dalam 3 Tahun Terakhir<b> belum sesuai</b><br>",Mayor
Kolom Proyeksi harusnya Tahun tsb,Mayor
&nbsp;Data hasil export dengan data pada aplikasi tidak sesuai urutannya<br>,Kosmetik
"1. File excel hasil export beberapa cell datanya masih belum tampil (gambar 1)
<br><br>2. kolom keterangan pada file excel belum sesuai aplikasi. masih tertulis keterangan dummy (gambar 2)<br>",Mayor
"1. Sanksi -  Pembatalan pendaftaran belum masuk ke tab Riwayat Pembekuan dalam 3 Tahun Terakhir
<br><br>2. jika klik Simpan saat menambahkan data, belum ada notif popup data berhasil disimpan<br>",Mayor
<b>tab Sanksi Berstatus Aktif:</b><br>1. urutan data hasil export berbeda dengan yang di aplikasi<br><br>2. format tanggal berbeda<br><br><b>tab Riwayat Teguran/Peringatan Berdasarkan POJK AP/KAP Dalam 2 Tahun Terakhir</b><b>:</b><br>3. urutan data hasil export berbeda dengan yang di aplikasi<br><br>4. format tanggal berbeda<br>,Kosmetik
"Pada form edit AP, belum ada button ""Lihat File"" pada data yg sebelumnya sudah pernah upload file LHP seperti pada form edit di menu KAP (gambar 1)<br>",Mayor
"1. text pada header tabel pada file excel belum sesuai aplikasi (gambar 1 &amp; 2)
<br><br>2. belum ada header tabel ""RISIKO BAWAAN (INHERENT RISK)"" pada file excel sesuai aplikasi (gambar 3)<br>",Minor
"Pada tabel di file excel, belum ada kolom Sandi KAP seperti di aplikasi, sandi KAP di excel masih di gabung dengan kolom nama KAP (gambar 1)<br>",Mayor
1. Tidak bisa mengubah data dari status tidak aktif menjadi aktif<br><br>2.&nbsp;Icon berubah ketika tidak jadi mengubah status<br>,Minor
"1. saat tambah atau edit data, Status Sanksi Denda seharusnya tidak dapat diubah hanya saat Nomor Surat Sanksi mengambil dari SIPO<br><br>2. saat Export Rekapitulasi AP, nilai Akumulasi&nbsp; Pembekuan dalam 3 Tahun terakhir belum sesuai<br>",Mayor
1. Nama file hasil download belum ada spasi<br><br>2. Kapa Oaa seharusnya KAPA OAA<br>,Kosmetik
buat kolom No melekat dengan datanya saat di sorting<br>,Minor
"header tabel typo ""Pemeriksaan""<br>",Kosmetik
Nilai Rasio pada Risiko&nbsp;<br>- Likuiditas<br><br>belum sesuai dengan formula yang diberikan pada template,Mayor
&nbsp;Format data terkait angka di kolom nilai awal dan nilai koreksi antara di web &amp; export excel masih blm sesuai (SS),Kosmetik
"kondisi telah dilakukan Approve oleh approver, selanjutnya link detail, diforce jadi link update Detail > Update, maka masih bisa edit dan simpan",Mayor
Urutan data hasil export dengan data pada aplikasi berbeda<br>,Minor
data yg baru ditambahkan tidak berada di urutan pertama tabel<br>,Mayor
"pada form tambah alert typo, seharusnya ""Sektor yang Melakukan Pemeriksaan"" + buat semua awalan kata kapital<br>",Kosmetik
pesan error belum sesuai<br>,Kosmetik
"pada form tambah, saat klik button reset, input sektor tidak ikut tereset<br>",Mayor
"Jenis sanksi yang baru ditambahkan belum muncul pada ""Status Sanksi"" di menu Rekapitulasi Sanksi KAP. (SS)",Mayor
1. Rumus pada kolom PCT masih blm sesuai (SS),Minor
"saat ini ketika diubah pada level drafter, nilai koreksi langsung berubah menjadi nilai akhir",Mayor
"1. setelah klik simpan, halaman menjadi halaman error tetapi data berhasil disimpan.<br><br>2. belum ada notif berhasil simpan data<br>",Mayor
"1. jika klik Edit pada data yang menggunakan SIPO, muncul notif berhasil dan jika klik Edit pada data yang tidak menggunakan nomor surat dari SIPO, muncul notif gagal<br><br>2. belum ada notif saat berhasil edit<br>",Minor
Perlu disediakan user per masing-masing kelompok pengguna (SS),Mayor
"Poin e.	Untuk beberapa pos yang sama (cth: total aset, total kredit/pembiayaan, sektor ekonomi) cukup dilakukan koreksi pada salah satu pos, maka pos yang lain dengan deskripsi yang sama akan otomatis terisi nilai yang sama (berlaku untuk proses koreksi dari pengawas) belum sesuai",Mayor
Pesan Session Timeout masih belum ada. (SS),Minor
tidak dapat diapprove oleh approver setelah dicheck oleh reviewer,Mayor
"Ketika klik informasi ""Statistik Pengguna Aplikasi"", redirect ke halaman login.<br><br>Seharusnya tidak ter-logout. (SS)",Minor
"Ketika submit lalu pilih ajukan checker, approver slalu sudah terisi, sebaiknya direset juga karena mgkn terkirim ke slainnya yang merupakan kewenangannya",Minor
"Kolom ""Penambahan"" dan ""Pengurangan"" belum diberi highlight pembeda.
<br><br>harap diberi highlight untuk mempermudah pengguna dalam pembacaan data. (SS)",Minor
"1. Rows untuk ""Liabilitas Manfaat Pensiun"" belum ada. (SS)<br><br>2. Mohon untuk highlight kolom disesuaikan. (SS2)",Minor
"1. Data belum ada, mohon di inject. (SS)<br><br>2. value dalam kurung masih kosong. (SS)",Minor
"<b>Kas Masuk</b>, <b>Kas Keluar</b> dan <b>KM / KK</b> mohon diberi highlight penunjuk spt di mapping. (SS)",Minor
"Peserta Aktif, Pasif, dan Total Peserta mohon dibold / highlight untuk membedakan dengan sub-value. (SS)",Kosmetik
"Data pengurus belum ada, mohon inject data untuk keabsahan fungsi. (SS)",Minor
"Tampil Notifikasi alert DataTables warning: table id=list-data - Cannot reinitialise DataTable. For more information about this error, please see http://datatables.net/tn/3<br><br>tulisannya juga keluar dari tabel/kolom",Mayor
"setelah melakukan update kode kegiatan, masuk pada audit trail, namun eventnya Insert, sebaiknya update",Minor
"pada fungsi pencarian, saat ini akan triger melakukan pencarian ketika tiap onkeyrelease terjadi. sebaiknya dilakukan triger ketika beberapa detik setelah onkeyrelaease terakhir. jadi tidak setiap onkeyrelease langsung melakukan triger",Minor
"Download Excel, CSV<br><br>- Kode Kegiatan <br>- Rekap Kode Kegiatan<br><br>belum tercatat pada audit trail",Mayor
